Restaurant,ID,Rating,Reviews,Price,City,State,ZipCode,Category
Delarosa,QQkroHtwS96-dzMpT4a-DA,4,1369,2,San Francisco,CA,94123,Italian
Delfina,YqvoyaNvtoC8N5dA8pD2JA,4,1971,3,San Francisco,CA,94110,Italian
Deli Board,BcW0vRdM8N-rteR2FfV1jg,4.5,1163,2,San Francisco,CA,94103,Delis
Delicious Dim Sum,Fo5Wscbb9rwcLuaO-sc2zQ,4,831,1,San Francisco,CA,94133,Dim Sum
Demarchelier Restaurant,HTZ9GOR_Cylt6bxG55co7Q,2.5,187,3,New York,NY,10028,French
Denny's,WvNR4VACOG5kSvbJuo13rw,3,18,2,Gretna,NE,68028,American (Traditional)
Desnuda,odX0anvOSQ_X4SXdoqJFNQ,4,378,3,New York,NY,10009,Seafood
Di An Di,1xJV03v3g3oP3G5oDlWuoQ,4,60,4,Brooklyn,NY,11222,Vietnamese
Dinky Diner,_sI7No3Mv0m6MTKwVW7tHg,4,25,1,Decatur,IA,50067,Diners
Dino & Santino's,dnwHftnwHH7rbHygjxmqwQ,3.5,610,2,San Francisco,CA,94115,Pizza
Dinosaur Bar-B-Que,XzUW9MvEGOFs9_aNj11j2Q,4,2735,2,Harlem,NY,10027,Barbeque
Dinosaurs,yC5ATYRQah7MjeTiRsGcvA,4,852,1,San Francisco,CA,94114,Vietnamese
Dirt Candy,j0Q-yyxS2WiL3foCJEV4eg,4,519,3,New York,NY,10002,Vegetarian
Dirty French,nBkSqOhZMa1A7Yk3q8VPaA,4,542,3,New York,NY,10002,French
DISH Restaurant,IayNZPrMHl0kOlwXRKQUcQ,4,90,3,Lincoln,NE,68508,American (New)
DISH Restaurant,IayNZPrMHl0kOlwXRKQUcQ,4,90,3,Lincoln,NE,68508,American (New)
DISH Restaurant,IayNZPrMHl0kOlwXRKQUcQ,4,90,3,Lincoln,NE,68508,American (New)
Dive 75,C8K3kTQ2NX5mm4jzQBRVUg,3.5,247,2,New York,NY,10023,Dive Bars
Dive Bar,ubjgMch7fGLJNW60M2xilg,4,409,2,New York,NY,10025,Dive Bars
Doaba Deli,6NcU2JAznLr9dDHp6GgQyw,4.5,213,1,New York,NY,10025,Indian
Dolce,2_BNrInCx0DexNHXaCJzNA,4.5,135,3,Omaha,NE,68164,American (New)
Dolce,2_BNrInCx0DexNHXaCJzNA,4.5,135,3,Omaha,NE,68164,American (New)
Dolce,2_BNrInCx0DexNHXaCJzNA,4.5,135,3,Omaha,NE,68164,American (New)
Dolce,2_BNrInCx0DexNHXaCJzNA,4.5,135,3,Omaha,NE,68164,American (New)
Doma,8oVK6iM82dBTFLb10LYkBg,4.5,61,4,San Francisco,CA,94110,Japanese
Don Pisto's,voFE8DTKsTFi1Vzm_zzd0Q,4,1700,2,San Francisco,CA,94133,Mexican
Don's Bar,py71U-wu-6PwGDnA596F-g,4,4,1,Memphis,NE,68042,Bars
Don's Bar,py71U-wu-6PwGDnA596F-g,4,4,1,Memphis,NE,68042,Bars
Dos de Oros,Hj0HDyWgaNqbi7FBMI8r8w,5,1,1,Bellevue,NE,68005,Food Trucks
Dos de Oros,Hj0HDyWgaNqbi7FBMI8r8w,5,1,1,Bellevue,NE,68005,Food Trucks
Dos de Oros,Hj0HDyWgaNqbi7FBMI8r8w,5,1,1,Bellevue,NE,68005,Food Trucks
Dos De Oros,ZMK7VDa_w-Wygb2wTtSVHg,4.5,33,1,Omaha,NE,68117,Food Stands
Dos De Oros,ZMK7VDa_w-Wygb2wTtSVHg,4.5,33,1,Omaha,NE,68117,Food Stands
Dos De Oros,ZMK7VDa_w-Wygb2wTtSVHg,4.5,33,1,Omaha,NE,68117,Food Stands
DOSA on Fillmore,U1TgSEKZwgdTftTOxCtFOQ,4,2780,3,San Francisco,CA,94115,Indian
DOSA on Valencia,yYhMl5jjJRU92BhAGZACfw,4,2207,2,San Francisco,CA,94110,Indian
Dottie's True Blue Cafe,uEeWn6sPq-giWvfE9uhQ7A,4,4099,2,San Francisco,CA,94103,American (Traditional)
Double Decker,2qv3jQh4qTwgvYuTMBUrHw,3.5,402,1,San Francisco,CA,94102,Burgers
Dough,ZMQzXIiqdBIuicFySTWGKg,4,1353,1,New York,NY,10011,Desserts
Doughnut Plant,lWOkeS-wV4no8qqA9OwwEg,4.5,3054,2,New York,NY,10002,Donuts
Doughnut Plant,lWOkeS-wV4no8qqA9OwwEg,4.5,3054,2,New York,NY,10002,Donuts
Downtown Deli,BzbDax_9tXt-SZYvfWEz8A,4.5,41,1,Ames,IA,50010,Delis
Downtown Diner,#NAME?,5,3,2,Knoxville,IA,50138,American (Traditional)
Dragon Town,cPbR1NvEQaxtoeFtTF5eOA,2.5,8,4,New York,NY,10029,Chinese
Dreamer's Pizza,AZrQIWeN46QHlAsRoW2gjg,3.5,70,1,New York,NY,10029,Pizza
DTUT,doBm7WkYKNG-KRExevrRtA,4,444,1,New York,NY,10128,Bars
Dublin Bay Irish Pub & Grill,PXmhUIYWV6Wa3Ua3UFNV0Q,4,113,2,Ames,IA,50010,American (Traditional)
Dudleys,L7_MTRZyYp_i-cnH2CU4zQ,4,577,2,New York,NY,10002,Cafes
Dunkin Donuts,iNRtRa3FRSDNm0L0hMXauw,2.5,9,3,Lincoln,NE,68526,Donuts
Dunkin Donuts,iNRtRa3FRSDNm0L0hMXauw,2.5,9,3,Lincoln,NE,68526,Donuts
Dusters,X_NyMRV_1mqn5OnY7Qpe7g,3,32,2,Columbus,NE,68601,American (Traditional)
Dynamo Donut & Coffee,I0UVBT1-k0LqUICRLr9l5A,4,1807,1,San Francisco,CA,94110,Coffee & Tea
Earl's Beer & Cheese,DpZBA0-f7Um9lvnp1zZM2A,4,555,2,New York,NY,10029,Bars
Earth Cafe,Q6qHkTit6cROizlLt2oQXA,3.5,159,1,New York,NY,10025,Cafes
East Harlem Bottling,6q-7JBqybIo_MFmFFtlDXQ,4,119,2,New York,NY,10029,Beer Bar
Eastside Goumet Deli Incorporated,UxIC9lB5uaNV-YC5NctZ4w,2,4,4,New York,NY,10029,Delis
Eastside Goumet Deli Incorporated,UxIC9lB5uaNV-YC5NctZ4w,2,4,4,New York,NY,10029,Delis
Eataly,a0IET3_yCFcO36OqGSsisg,4,5067,2,New York,NY,10010,Italian
Eatery A,hBClIZY5Oec15fmkHsfzIA,4,306,2,Des Moines,IA,50312,Mediterranean
Eddie's Cafe,V6JS0EaR0Gq_SSDllaOqKw,4,587,1,San Francisco,CA,94117,Soul Food
Edi & the Wolf,gDHzJKjqY2ToDoPa9O2V2g,4,400,3,New York,NY,10009,German
Ed's Lobster Bar,Z2sNzskjS8Ck0plppRBJIg,4,874,3,New York,NY,10012,Seafood
Effy's Kitchen,E_JmgVNSkNvRauDZGuf6AA,4,180,2,New York,NY,10029,American (Traditional)
Eight AM,4-ra3RxOy1PpvnaK49dy8w,4.5,970,2,San Francisco,CA,94133,American (New)
Eight Tables by George Chen,2FOv-XAZ2sMIlrE5xJc1Hw,5,46,4,San Francisco,CA,94133,Chinese
Eight Tables by George Chen,2FOv-XAZ2sMIlrE5xJc1Hw,5,46,4,San Francisco,CA,94133,Chinese
Eiji,#NAME?,4,1039,2,San Francisco,CA,94114,Sushi Bars
Eileen's Special Cheesecake,6G_NSMacAfdf-WYOpcQ4uw,4.5,1390,1,New York,NY,10012,Bakeries
Eileen's Special Cheesecake,6G_NSMacAfdf-WYOpcQ4uw,4.5,1390,1,New York,NY,10012,Bakeries
El Aguila,p7MviobRqz5rvdzmsjBdEw,4,166,1,New York,NY,10029,Mexican
El Bait Shop,xWw8LK7C5eajCFcrv_H6Vg,4.5,351,2,Des Moines,IA,50309,Bars
El Bees,zt2j3lgdsQDqxriWGCB4SA,2.5,59,2,Omaha,NE,68138,Tex-Mex
El Burrito Express,CS6NaMbTlzD-9yc3DBBrKw,4,665,1,San Francisco,CA,94115,Mexican
El Castillito,1ULAxKR5_7RWzQ4CRJD1hg,4,795,1,San Francisco,CA,94114,Mexican
El Centenario,VVdC7VCcPP9iLiZo8KzDJQ,4.5,4,2,David City,NE,68632,Mexican
El Chevere,cw48jFQTYxfEFcVF2yNXTw,4,24,1,New York,NY,10029,Puerto Rican
El Farolito,SGRmnarrNuVEsAjYdEoA0w,4,4504,1,San Francisco,CA,94110,Mexican
El Kallejon,u9xVzV1OZC5pwtUgaHLM-A,4.5,231,2,New York,NY,10035,Tapas Bars
El Metate Restaurant,2y2lTn53XJCGFh8lkXJ8OA,4,1065,1,San Francisco,CA,94110,Mexican
El Mezcal Mexican Restaurant,i3nml5jfTTWetNSwqBr4Xg,4.5,13,2,Columbus,NE,68601,Sports Bars
El Mitote,B6bEkY9sJ_GU2pD2Rwb4gg,3.5,399,2,New York,NY,10023,Mexican
El Nuevo Caribeno,g7pAeomzeIQY4mCfpOyHUQ,4,73,2,New York,NY,10029,Latin American
El Portal,IykCD0h7RSuIeEcw1l3fBg,3,37,1,Marshalltown,IA,50158,Mexican
El Puente Mexican Restaurant,n2OiiMt35INHO-cQvbgO2Q,4.5,6,2,Marshalltown,IA,50158,Mexican
El Rancho Grande,VKPA24jl5g19ESyA9tN8Vw,4,307,1,San Francisco,CA,94117,Mexican
El Rinconcito,a2vW4kdK8-sHtNhkYSzJLw,3,13,4,Omaha,NE,68107,Salvadoran
El Rinconcito,a2vW4kdK8-sHtNhkYSzJLw,3,13,4,Omaha,NE,68107,Salvadoran
El Rinconcito,a2vW4kdK8-sHtNhkYSzJLw,3,13,4,Omaha,NE,68107,Salvadoran
El Rinconcito,a2vW4kdK8-sHtNhkYSzJLw,3,13,4,Omaha,NE,68107,Salvadoran
El Sombrero,io3HSy12te5OBB5RCAX-SA,3,10,2,Newton,IA,50208,Mexican
El Techo,HECB3khkUffaD2zWCngLuw,4,1539,2,San Francisco,CA,94110,Latin American
El Vallarta,rtFZ_EKyyY4Y64PNrFUz3w,4,21,1,Blair,NE,68008,Mexican
El Vallarta,eWARzW6gtMnf7kFITaL9KA,4,35,2,Gretna,NE,68028,Mexican
El Vallarta,eWARzW6gtMnf7kFITaL9KA,4,35,2,Gretna,NE,68028,Mexican
Elegant Endings,m_uAggyo30Uk1w6K9Kw0lw,5,5,3,Lincoln,NE,68510,Caterers
Elegant Endings,m_uAggyo30Uk1w6K9Kw0lw,5,5,3,Lincoln,NE,68510,Caterers
Elegant Endings,m_uAggyo30Uk1w6K9Kw0lw,5,5,3,Lincoln,NE,68510,Caterers
Eleven Madison Park,nRO136GRieGtxz18uD61DA,4.5,1873,4,New York,NY,10010,American (New)
Ella Kitchen & Bar,BEYmqrP1_TC0nhnTGKkkJg,4,398,2,New York,NY,10023,Tapas/Small Plates
Elma's,lpoam-7-1cS_tekd_uc8HQ,5,25,1,New York,NY,10029,Caribbean
Embassy Suites Hotel Omaha,bRG8UUjXS7xaD3zQaXxPEg,3,73,4,Omaha,NE,68102,Hotels
Embassy Suites Hotel Omaha,bRG8UUjXS7xaD3zQaXxPEg,3,73,4,Omaha,NE,68102,Hotels
Embassy Suites Hotel Omaha,bRG8UUjXS7xaD3zQaXxPEg,3,73,4,Omaha,NE,68102,Hotels
Embassy Suites Hotel Omaha,bRG8UUjXS7xaD3zQaXxPEg,3,73,4,Omaha,NE,68102,Hotels
Empanada Mama L.E.S,Uut2fBy53XdIgx1rLWdQeg,3.5,497,1,New York,NY,10002,Colombian
Erin McKenna's Bakery,V7spJMcFmlZXBHUuhx3Mpw,3.5,1031,1,New York,NY,10002,Bakeries
Espetus Brazilian Steak House,ciEDsTWhajcdL3KuJqBRlw,4,3171,3,San Francisco,CA,94102,Steakhouses
Espetus Brazilian Steak House,ciEDsTWhajcdL3KuJqBRlw,4,3171,3,San Francisco,CA,94102,Steakhouses
Ess-A-Bagel,SCornvTSCMQ2SvWGq8Z_Mw,4,772,1,New York,NY,10009,Bagels
Essex,hRZyaQ80R9s9ztEBDJqiuw,3.5,1800,2,New York,NY,10002,Bars
Estela,GCAQmtRdNhqVit5KGJ46Qg,4,440,3,New York,NY,10012,American (New)
et al.,WFfsu07M-XtVAcUebtpUdA,4,14,4,New York,NY,10002,Lounges
et al.,WFfsu07M-XtVAcUebtpUdA,4,14,4,New York,NY,10002,Lounges
Eureka Restaurant & Lounge,L2Iy2Wp7ClrVCfSUrfZDMw,4,591,2,San Francisco,CA,94114,American (New)
Evelyn's Kitchen,uxjcn3_cQbk9DbEA3kiY0g,4,113,2,New York,NY,10035,Bakeries
Everest Restaurant,UvKKcuc9Wi3-8tlSJGfi8Q,4.5,23,2,Des Moines,IA,50320,Indian
Extreme Pizza - Marina District,IsaBDwCNmXw7b3HAtZ7F6Q,3,247,1,San Francisco,CA,94123,Pizza
Fable,reXWH9Wo0ZTOuQsTMNOSxg,4,418,2,San Francisco,CA,94114,American (New)
Falafel On Broadway,n_KosOPSHS81Yq0D6X3peQ,4,171,1,New York,NY,10027,Middle Eastern
Family Table of Atlantic,0ouM6aU7IxszMK8ahJTpNg,2,4,1,Atlantic,IA,50022,American (Traditional)
Famous Famiglia Pizzeria,bmRbx7Fa5zerZQXvS29CMw,3.5,74,1,New York,NY,10029,Pizza
Farallon,4raSXRuvBH1CHawSsuJiBA,4,1511,4,San Francisco,CA,94102,Seafood
Farallon,4raSXRuvBH1CHawSsuJiBA,4,1511,4,San Francisco,CA,94102,Seafood
Farm : Table,TcbKvh-e1lxywJuN6in5JQ,4,1600,2,San Francisco,CA,94109,Coffee & Tea
Farmerbrown,L7pc5vy6tv8WDcrwOGplDA,3.5,3447,2,San Francisco,CA,94102,Soul Food
Farmhouse Kitchen Thai Cuisine,8kck3-K4zYKTJbJko0JlXQ,4,1473,2,San Francisco,CA,94110,Thai
Fat Angel,W0mlelgnkSPU3ELhyzkXHA,4,803,2,San Francisco,CA,94115,Wine Bars
Fat Tuesday,XPDyp5Sg-smk9X5EThGzmw,4,67,2,Des Moines,IA,50315,Cajun/Creole
Fernando's Cafe & Cantina,xtOfaq0-nmucUfrCr5TNxg,3.5,19,2,Blair,NE,68008,Mexican
Fiddle and Whistle,pTVNGRdVyfU-aTRPLALZ6w,4.5,3,2,Marshalltown,IA,50158,Irish Pub
Filicori Zecchini,5QszELqJFqeFgpeujfknlQ,4,165,1,New York,NY,10025,Coffee & Tea
Fillmore Bakeshop,9OKUEFQiWLntDYhpwCaJcg,4,485,2,San Francisco,CA,94115,Desserts
Fillmore Street Cafe,LP-1AKyY6tFkUvmd1p11-Q,4,147,1,San Francisco,CA,94115,Coffee & Tea
Fino Ristorante & Bar,rj3zIk7t9ySGMxVGGTA8gg,4,1049,2,San Francisco,CA,94109,Italian
Fire Creek,FuLksER95SEmn8t9eE8fJQ,3.5,49,2,West Des Moines,IA,50265,American (Traditional)
Firebirds Wood Fired Grill,rk2KkExQSK8V0nBc3gD6Rg,4,199,2,Omaha,NE,68118,Steakhouses
Firebirds Wood Fired Grill,rk2KkExQSK8V0nBc3gD6Rg,4,199,2,Omaha,NE,68118,Steakhouses
Firebirds Wood Fired Grill,rk2KkExQSK8V0nBc3gD6Rg,4,199,2,Omaha,NE,68118,Steakhouses
Firebirds Wood Fired Grill,ueTOYnPpM4Lp34CWupZwEg,4,182,2,West Des Moines,IA,50266,Seafood
Firefly Restaurant,i_OkjtKWm02Upc-PlcUrrg,4,1411,3,San Francisco,CA,94114,American (New)
Firehouse 54,5kvgK9SxAGk628zZPrzkNw,5,9,1,Eagleville,MO,64442,Pizza
Firenze by Night Ristorante,GJ0eh6qBV0NjVwmPQUkHXQ,4,928,2,San Francisco,CA,94133,Italian
First Cup,z6DlLVZXBmLz4wKWLQBAGA,4,54,1,San Francisco,CA,94109,Coffee & Tea
First Watch,tsVGSbUYVQAlIK21oXZMtA,4.5,57,2,Omaha,NE,68130,Breakfast & Brunch
First Watch,ux4cxbk520T-0DDiD3i3oA,4,184,2,Omaha,NE,68106,Cafes
Fischer Brothers & Leslie Kosher Meat & Poultry,ZhdF4TT0VfFZvFty--F_fg,4.5,15,3,New York,NY,10023,Meat Shops
Five Star Truffles Co.,gMqVjmNcdU7K6k6OI1Fj1A,4.5,183,1,San Francisco,CA,94114,Coffee & Tea
Flagship Commons,Noq1vY6v0XWQDWXMK9ipQg,3.5,165,2,Omaha,NE,68114,Food Court
Flavory Bistro,jHTeKd1lRe-RCQG9A2op4A,4.5,80,2,Ankeny,IA,50023,Mediterranean
Fleming's Prime Steakhouse & Wine Bar,9lar65wVSvvjt0PMZI87Hw,4,116,4,Omaha,NE,68114,Wine Bars
Fleming's Prime Steakhouse & Wine Bar,9lar65wVSvvjt0PMZI87Hw,4,116,4,Omaha,NE,68114,Wine Bars
Fleming's Prime Steakhouse & Wine Bar,9lar65wVSvvjt0PMZI87Hw,4,116,4,Omaha,NE,68114,Wine Bars
Fleming's Prime Steakhouse & Wine Bar,9lar65wVSvvjt0PMZI87Hw,4,116,4,Omaha,NE,68114,Wine Bars
Fleming's Prime Steakhouse & Wine Bar,t2TXAhQcUnXY3SnsHZpIwA,4.5,90,3,West Des Moines,IA,50266,Steakhouses
Fleming's Prime Steakhouse & Wine Bar,t2TXAhQcUnXY3SnsHZpIwA,4.5,90,3,West Des Moines,IA,50266,Steakhouses
Fleming's Prime Steakhouse & Wine Bar,t2TXAhQcUnXY3SnsHZpIwA,4.5,90,3,West Des Moines,IA,50266,Steakhouses
Fleming's Prime Steakhouse & Wine Bar- Edgewater,mZ1gKg1OT9-YHxplYLKIpw,4,426,3,Edgewater,NJ,7020,Steakhouses
Floating Mountain,7wp76TVNFluJ2ZZjOlf8Fg,5,27,2,New York,NY,10023,Tea Rooms
Flor de Mayo,B87c3bE_u53yNYO1cmHSIw,4,497,2,New York,NY,10025,Chinese
Flor De Mayo,H1jops1lmuhrq9lP7lEGJQ,4,1077,2,New York,NY,10024,Chinese
Flor De Mayo,H1jops1lmuhrq9lP7lEGJQ,4,1077,2,New York,NY,10024,Chinese
Flores,tKmqlKWOMMiU8pn0gLliXA,4,329,2,San Francisco,CA,94123,Mexican
Florio Bar & Cafe,xZIar7Wc8YCUiAz7S_0Gdg,3.5,305,3,San Francisco,CA,94115,French
Flour + Water,qs7FgJ-UXgpbAMass0Oojg,3.5,2150,3,San Francisco,CA,94110,Italian
Fluffy's Cafe & Pizzeria,xY7FesCfqPLdIZ7oYYIj4w,3.5,200,1,New York,NY,10019,Cafes
Flying Mango,wN0iABcxmQ0ayOITw-CD5A,4.5,307,2,Des Moines,IA,50310,Barbeque
Fog Harbor Fish House,f-m7-hyFzkf0HSEeQ2s-9A,4,4611,2,San Francisco,CA,94133,Seafood
Folklores Coffee Traders,aF682DEnmO6TBQdLb_dHwg,5,82,1,San Francisco,CA,94115,Coffee & Tea
Fong's Pizza,KkHR4CnO8Xk4ISiT8n0mjw,4,556,2,Des Moines,IA,50309,Pizza
Fongs Pizza - Ankeny,W_Xh-mUx9UVC6IazaH0MMg,4,134,2,Ankeny,IA,50023,Pizza
Foreign Cinema,n6L5VIGunR51-D55C-eYeQ,4,4519,3,San Francisco,CA,94110,Breakfast & Brunch
Forget-Me-Not Bakery and Coffee,7WP2edGjUP5t-Q_44giCWw,3.5,2,1,Marshalltown,IA,50158,Coffee & Tea
Four Barrel Coffee,E8RJkjfdcwgtyoPMjQ_Olg,4,2020,1,San Francisco,CA,94103,Coffee & Tea
Fox Hollow Coffee,20cSpk2iIYak-SWMNNJnpw,4.5,56,2,Omaha,NE,68154,Coffee & Tea
Frances,dMlsQsPU8Y_oiPYC5hHi2A,4.5,1425,3,San Francisco,CA,94114,American (New)
Francesco's Pizzeria,3vuc7Gz95kY83gzxq1wnxA,3.5,185,1,New York,NY,10023,Pizza
Franchino,kgKMZc97EdDaq77dtTqqNQ,4,1044,2,San Francisco,CA,94133,Italian
Francies,mlptWVu2XTFHUjjOuJwLkA,4.5,76,2,Des Moines,IA,50321,American (Traditional)
Franciscan Crab Restaurant,KfrgWyMWH1HBGvoUkDYoRQ,3.5,1570,3,San Francisco,CA,94133,Seafood
Frascati,xdAgbLBQcffIxI8mYgjT1Q,4.5,1141,3,San Francisco,CA,94109,American (New)
Frascati,xdAgbLBQcffIxI8mYgjT1Q,4.5,1141,3,San Francisco,CA,94109,American (New)
Freda's Caribbean & Soul Cuisine,BQcgpQxUM39PMO_YDl_CqA,4,466,2,New York,NY,10025,Caribbean
Freddie & Pepper's,JFw_Zj4CFTJbTPKJdPQ_Gw,4,399,1,New York,NY,10023,Pizza
Freddie & Pepper's,JFw_Zj4CFTJbTPKJdPQ_Gw,4,399,1,New York,NY,10023,Pizza
Freddie's Sandwiches,yGEc-cj9Quk5mUh7maoPXA,4.5,431,1,San Francisco,CA,94133,Sandwiches
Freemans,w4cFJhUpjGXqqWBd3BbY4w,4,1914,2,New York,NY,10002,Breakfast & Brunch
Frena Bakery and Cafe,N-vfl3FXnj4M7N6jW-1EGA,4.5,275,1,San Francisco,CA,94103,Bakeries
Frenchy Coffee NYC,06s4v9tM5JLnsa8UlZFHtQ,4.5,43,1,New York,NY,10029,Bakeries
Fresco Gelateria,M1OgZWqdol6fY5hfNa9oSw,4.5,446,1,New York,NY,10003,Gelato
Fresh Brew Coffee,U9HWtltvf_U2y1wYSOwFUA,4.5,485,1,San Francisco,CA,94108,Coffee & Tea
Freshroll Vietnamese Rolls & Bowls,l1oXDZh6vE-cYreeAcfRBw,4,1100,1,San Francisco,CA,94103,Vietnamese
Fringale,Ug9a63OBRBje0796bFFPgA,4,1037,3,San Francisco,CA,94107,French
Fuddruckers,j1wT6LjcAVJneQg9jz8GAQ,4,34,2,West Des Moines,IA,50266,Burgers
Fueling Station,PmIsfHFgjcxY5tWmsZKndA,4.5,109,1,San Francisco,CA,94109,Cafes
Funaro's Deli & Bakery,HAzwa1OHmSJFCyEr8ftuXA,4.5,13,1,Indianola,IA,50125,Bakeries
Fusion Taste,dgjRVSnz-x5GeBd_7xWlGw,4,60,2,Omaha,NE,68116,Vietnamese
G&J's Pizzeria,QOKh93a45d59ugcHYsjVxg,4,42,1,New York,NY,10029,Pizza
Gabriel's Bar & Restaurant,kS04TICXd1-0iZ4rgEWmvQ,4,142,3,New York,NY,10023,Italian
Gaia Italian Café,jdNdy-MwBtnXoBGC_JVvwQ,4.5,898,1,New York,NY,10002,Italian
Gaia Italian Café,jdNdy-MwBtnXoBGC_JVvwQ,4.5,898,1,New York,NY,10002,Italian
Galleria De Paco,NbfnsZdBR_xQ-_V8EqQIJw,4.5,63,3,Waterloo,IA,50701,American (New)
Gambino's Pizza,YBUPmJZOJEXk-eig0Rj71Q,2,13,1,Louisville,NE,68037,Pizza
Gamine,RM1ioN-76NzXDbfv63GhTQ,4,875,2,San Francisco,CA,94123,French
Garçon,f7GbmIcePXbV7ZtQv4_JNg,3.5,789,3,San Francisco,CA,94110,French
Garaje,tnhfDv5Il8EaGSXZGiuQGg,4.5,1399,2,San Francisco,CA,94107,Mexican
Garden Creamery,OvBC83vOK6vRw175vHiArg,4.5,607,1,San Francisco,CA,94110,Ice Cream & Frozen Yogurt
Gardenia Terrace,B3vbVvQOofXU6lFkrN1_2A,4.5,110,3,New York,NY,10019,Hookah Bars
Gardenias,M4hrvI7_NwJ9igOgQBsCiw,4,103,3,San Francisco,CA,94115,American (New)
Gari Columbus,iHwhkW0LLlu81ZCir-lFQA,4,313,4,New York,NY,10024,Sushi Bars
Gari Columbus,iHwhkW0LLlu81ZCir-lFQA,4,313,4,New York,NY,10024,Sushi Bars
Garibaldi's,p6bLw7PS63Kbge_wyIOP8w,4,519,3,San Francisco,CA,94115,American (New)
Gary Danko,WavvLdfdP6g8aZTtbBQHTw,4.5,4944,4,San Francisco,CA,94109,American (New)
Gary Danko,WavvLdfdP6g8aZTtbBQHTw,4.5,4944,4,San Francisco,CA,94109,American (New)
Gato,Ve9eysLcTjGLbKp7tjOd9w,4,989,3,New York,NY,10012,Mediterranean
Gato,Ve9eysLcTjGLbKp7tjOd9w,4,989,3,New York,NY,10012,Mediterranean
Gazali's,-1xy3Bkvs4KYtEyoe-U3Ow,4.5,141,1,Des Moines,IA,50311,Greek
Gelato Classico Italian,yHUapaoG0LNKVgUagsFXpQ,4,224,1,San Francisco,CA,94133,Ice Cream & Frozen Yogurt
Gentleman Farmer,FFwDFLVBTQvuacl4l1ODew,4,250,3,New York,NY,10002,American (New)
George & Nick's Pizza & Steakhouse,Ho93wTVmbkxm45AsojkKzg,4.5,15,1,Centerville,IA,52544,Pizza
George's Pizza,C9iZ2DuTGUrSWQvDB4a-8A,4,36,2,Pella,IA,50219,Pizza
Georgioz,Q3VxifM3KuQtHKe-xP2iNg,4,21,2,Colfax,IA,50054,American (New)
Georgioz,Q3VxifM3KuQtHKe-xP2iNg,4,21,2,Colfax,IA,50054,American (New)
Get Fit Grill,vDnwefHiV542wEvg-fEihw,4,38,2,West Des Moines,IA,50266,American (Traditional)
Get-A-Way Bar & Grill,_DMd5Fnpe8Co0-u4a3WIcw,4,2,1,Manley,NE,68403,Bars
Giacomo Fine Foods,#NAME?,4,27,1,New York,NY,10023,Salad
Gigi Cafe,DdV05YAQOtEjPddZRxw0RA,3.5,146,1,New York,NY,10023,Sandwiches
Gina la Fornarina,TmVOi5Kl6OGXGPj8cn1XyQ,3,17,3,New York,NY,10023,Mexican
Gio Gelati,JWsP9ZkE3gNuyk2TkdjzsA,5,86,1,San Francisco,CA,94123,Gelato
Giovanni's Pizza,6L9FzJ9UXu1XTmV7Ttf2Qw,4,13,2,Newton,IA,50208,Pizza
Giovanni's Pizza,6L9FzJ9UXu1XTmV7Ttf2Qw,4,13,2,Newton,IA,50208,Pizza
Glaze Teriyaki,rf39v0UmaNk1SZZ9HuZ3hA,4,421,2,San Francisco,CA,94115,Japanese
Godfather's Pizza,JX1gMeBD82k25LVPwAMj4Q,2.5,3,1,Bennington,NE,68007,Pizza
Godfather's Pizza,289DDG1I5HDPcpbBoLHmyQ,5,4,2,Gretna,NE,68028,Pizza
Golden Boy Pizza,PTFxtXS47ZVRCdZIrEWvGw,4.5,3059,1,San Francisco,CA,94133,Pizza
Golden Boy Pizza,PTFxtXS47ZVRCdZIrEWvGw,4.5,3059,1,San Francisco,CA,94133,Pizza
Golden Coffee Shop,rBwyayyqFMD8chqenrRxag,4,441,1,San Francisco,CA,94109,Breakfast & Brunch
Golden Gate Bakery,m3xdxV8YNH5uh1N01xdnLA,4.5,3078,1,San Francisco,CA,94133,Bakeries
Golden Gate Bakery,m3xdxV8YNH5uh1N01xdnLA,4.5,3078,1,San Francisco,CA,94133,Bakeries
Golden Gate Fortune Cookies,7CR8EP4gV-oYXyNa2-PTcw,4.5,796,1,San Francisco,CA,94108,Bakeries
Golden Gate Fortune Cookies,7CR8EP4gV-oYXyNa2-PTcw,4.5,796,1,San Francisco,CA,94108,Bakeries
Golden Gate Market Deli & Liquor,jUH5iN_cTh1BsEcMECreZw,4.5,99,1,San Francisco,CA,94123,Delis
Golden Palace,p_LIAcTBd8GPl3wuibbpQA,4,76,2,Omaha,NE,68164,Chinese
Golden Star Vietnamese Restaurant,1pq5mmp71nXWBK_jG9VxHg,4,1170,1,San Francisco,CA,94108,Vietnamese
Goldies Ice Cream Shoppe,XMjsve3A7Be0KmM9HNgY1g,4.5,46,1,Prairie City,IA,50228,Ice Cream & Frozen Yogurt
Gong Fu Tea,lCPirkjKheVTAH5l9yrQdg,5,62,2,Des Moines,IA,50309,Coffee & Tea
Good Enough to Eat,cQxtisUT6TgEGSN7gpnTDg,3.5,1315,2,New York,NY,10024,Breakfast & Brunch
Good Luck Cafe and Deli,kK0s7FAovaLmVDM4D_NdSQ,4.5,386,1,San Francisco,CA,94108,Delis
Good Luck Cafe and Deli,kK0s7FAovaLmVDM4D_NdSQ,4.5,386,1,San Francisco,CA,94108,Delis
Good Mong Kok Bakery,#NAME?,4,2184,1,San Francisco,CA,94108,Bakeries
