Restaurant,ID,Rating,Reviews,Price,City,State,ZipCode,Category
1760,r-H1GLL-5ST9_wzzhK-_CQ,4,658,3,San Francisco,CA,94109,American (New)
103rd Street Coffee Cart,gJsQyIBm6DkrTHVP1y-LIg,4.5,3,4,New York,NY,10025,Coffee & Tea
10Below Ice Cream,qfk_JyRqMmm6FDfoqN6GiA,4,1225,1,New York,NY,10013,Ice Cream & Frozen Yogurt
118 Kitchen,bZ1x7QN9ylQiGgBXS0I_9w,4,36,1,New York,NY,10035,Tex-Mex
12 Corners Coffee,slWILOuiZQFhao3_3lW3Dw,4.5,309,1,New York,NY,10002,Coffee & Tea
15 East Restaurant,GBWMJJ4_rDWqiXJ7AvHAOg,4,596,4,New York,NY,10003,Japanese
15 Romolo,m0ip9nECwVVjfjulwrKisQ,4,1020,2,San Francisco,CA,94133,Tapas/Small Plates
16 Handles,DldbsUqtMSDC1xIHLbnjng,4,88,1,New York,NY,10025,Ice Cream & Frozen Yogurt
16 Handles - UWS Amsterdam,oGoucpWHItedMM_4zFM8-Q,4,171,1,New York,NY,10023,Ice Cream & Frozen Yogurt
1601 Bar & Kitchen,do1T-8_w5HaLHBgMYLw2Xw,4,234,3,San Francisco,CA,94103,Asian Fusion
2nd Ave Smoke Shop,2rrJ-7S_3ibvj1Z7-CWzVg,4.5,10,4,New York,NY,10003,Tobacco Shops
2nd Ave Smoke Shop,2rrJ-7S_3ibvj1Z7-CWzVg,4.5,10,4,New York,NY,10003,Tobacco Shops
360 Steakhouse,OUsWEu6vYSzJ6JKLtZmTqQ,3.5,47,3,Council Bluffs,IA,51501,Steakhouses
360 Steakhouse,OUsWEu6vYSzJ6JKLtZmTqQ,3.5,47,3,Council Bluffs,IA,51501,Steakhouses
44 Drive Inn,cJDo08hcbx0bVxBYEXVTfw,5,1,1,Panora,IA,50216,Ice Cream & Frozen Yogurt
5 De Mayo Mexican Restaurant,XRkwjrqLpp_jXk4KhSAVYw,3.5,43,2,Des Moines,IA,50320,Mexican
501 Bar & Grill,xiQF96PnuiED2E6BliC-VQ,3,6,3,Lincoln,NE,68522,Dive Bars
501 Bar & Grill,xiQF96PnuiED2E6BliC-VQ,3,6,3,Lincoln,NE,68522,Dive Bars
501 Bar & Grill,xiQF96PnuiED2E6BliC-VQ,3,6,3,Lincoln,NE,68522,Dive Bars
54 Mint - Ristorante Italiano,QajaCa7rYHgaQ5TvZD6M-A,4,1045,3,San Francisco,CA,94103,Italian
5A5 Steak Lounge,Q8cYhJGa9pwlu63f-KMV-A,4,2017,3,San Francisco,CA,94111,Steakhouses
5A5 Steak Lounge,Q8cYhJGa9pwlu63f-KMV-A,4,2017,3,San Francisco,CA,94111,Steakhouses
651 Grill,ACzAxlmCyJX_oAzVEr5oCg,4,7,2,Blair,NE,68008,American (Traditional)
67 Orange Street,DzlCEhXW6OadK6ETcmJpwQ,4,334,2,New York,NY,10026,Lounges
801 Chophouse,mbOTWlu2aZRvBGcCF6BrZQ,4,143,4,Des Moines,IA,50309,Steakhouses
801 Chophouse,mbOTWlu2aZRvBGcCF6BrZQ,4,143,4,Des Moines,IA,50309,Steakhouses
801 Chophouse,mbOTWlu2aZRvBGcCF6BrZQ,4,143,4,Des Moines,IA,50309,Steakhouses
801 Chophouse at the Paxton,K61IcSFXZWmDme3vgMZsCg,4,283,4,Omaha,NE,68102,Steakhouses
801 Chophouse at the Paxton,K61IcSFXZWmDme3vgMZsCg,4,283,4,Omaha,NE,68102,Steakhouses
801 Chophouse at the Paxton,K61IcSFXZWmDme3vgMZsCg,4,283,4,Omaha,NE,68102,Steakhouses
801 Chophouse at the Paxton,K61IcSFXZWmDme3vgMZsCg,4,283,4,Omaha,NE,68102,Steakhouses
88 Lan Zhou Handmade Noodles,Lbs8QBRN1U7IYBo5Mcv-RQ,4,1515,1,New York,NY,10013,Chinese
9 South Chargrill,ZIaKcriUfO2g5Q-0xBDmnw,4,120,2,Lincoln,NE,68502,American (New)
901 Columbus Cafe,8O2Z292anffuimm9OXkbUA,4,327,1,San Francisco,CA,94133,Cafes
99 Favor Taste,Xf6e3HaP0AgMBxY7dEDkOA,4,1434,2,New York,NY,10002,Chinese
A & W Family Restaurant,QWGB9XW_ZU6uCnidscdyJg,3.5,17,1,Indianola,IA,50125,American (New)
A Dong Restaurant,0NWAuhxUfQoajRCqOO8d4A,4,228,1,Des Moines,IA,50309,Vegetarian
A Hill of Beans Coffee Roasters,UTs25cd-2u39sPXAxqNejA,4.5,43,2,Omaha,NE,68144,Coffee & Tea
È Tutto Qua,F6SOy6-3tP4i-ipACZUS0g,4,1951,2,San Francisco,CA,94133,Italian
A1 Thai Cuisine,mFfl9xcC5IP5Xcdit_p7sA,4.5,26,1,Marshalltown,IA,50158,Thai
A16,e3WDNQMYpLdMEmM2UV13rA,3.5,1899,3,San Francisco,CA,94123,Italian
ABC Kitchen,dMhRafXdr765DHe0k-QfaQ,4,2757,3,New York,NY,10003,American (New)
Abelardo's,bCTzuGn-CMYu4M23xJXGiw,4,38,1,West Des Moines,IA,50266,Mexican
Absinthe Brasserie & Bar,353bun0151fMbR3ut2d-nw,4,3128,3,San Francisco,CA,94102,French
Absinthe Brasserie & Bar,353bun0151fMbR3ut2d-nw,4,3128,3,San Francisco,CA,94102,French
Absolute Bagels,JV5oa5-KGdiWnqrKPoxSug,4.5,1179,1,New York,NY,10025,Bakeries
Acadian Grille Scratch Kitchen,rKd_24k2WevELAR6yoExew,4.5,34,2,Omaha,NE,68154,Cajun/Creole
Acappella,0ilxaqMZ-V-y-CsQnEpYWg,3.5,69,3,Edgewater,NJ,7020,Italian
Acapulco,Pl8ROGKCtpDfafI4eJXCMg,4,14,2,Wahoo,NE,68066,Latin American
Ace Wasabi  Rock-N-Roll Sushi,NMTWmJKWxJD1flwkn7JIPA,4,745,2,San Francisco,CA,94123,Sushi Bars
Acquerello,mDM7-ho67ePJXd5TodtCOg,4.5,1029,4,San Francisco,CA,94109,Italian
Acquerello,mDM7-ho67ePJXd5TodtCOg,4.5,1029,4,San Francisco,CA,94109,Italian
Acquerello,mDM7-ho67ePJXd5TodtCOg,4.5,1029,4,San Francisco,CA,94109,Italian
Adobe Mexican Restaurant,EnY5I6qJwyBE8BeWjryCKg,3.5,5,1,Audubon,IA,50025,Mexican
Aj's Eatery & Spirits,zgGpUfpHnQ-YaKNz-__n6w,1,1,3,Waterloo,IA,50702,Restaurants
AJ's Steakhouse,kItkfOCCqcrREjrofvajpA,4,19,3,Altoona,IA,50009,Steakhouses
AJ's Steakhouse,kItkfOCCqcrREjrofvajpA,4,19,3,Altoona,IA,50009,Steakhouses
AJ's Steakhouse,kItkfOCCqcrREjrofvajpA,4,19,3,Altoona,IA,50009,Steakhouses
Akebono 515,7EtdqYcINDyqdq-VZnBO_g,4.5,190,2,Des Moines,IA,50309,Sushi Bars
Akiko's Restaurant,IRD_9JUjR-06zztisuTdAA,4,1731,2,San Francisco,CA,94108,Sushi Bars
Alan's Marketplace,AlZz1ZMHGupWt6GhBXPH8A,3.5,70,1,New York,NY,10023,Convenience Stores
Albia Brewing,DTKgYwbTl3b-TbqZfehhEw,4.5,20,2,Albia,IA,52531,Breweries
Albona Ristorante Istriano,bbZXNAr-zs9PAwlu01LTCQ,4.5,655,3,San Francisco,CA,94133,Italian
Alegrias,tkLC24zVhWLCCFQp3NCKMw,4,728,2,San Francisco,CA,94123,Spanish
Alexander's Steakhouse,PLx_VnZyFmxTS1zNTaDJxA,4,1567,4,San Francisco,CA,94107,Steakhouses
Alice's Tea Cup,kaSd6qzlsxn__ILDtGf3iA,4,979,2,New York,NY,10023,Breakfast & Brunch
Alimento,v5-upYI3belSfXOeT1dNWw,4.5,587,1,San Francisco,CA,94133,Gelato
Allegro Romano,5yY41syV-6KwSi-sfmv7CA,4,534,3,San Francisco,CA,94109,Italian
Alohana Hawaiian Grill,GZUvKx4iwAd7pmfxKKV8Tw,4,107,1,Ankeny,IA,50021,Hawaiian
Alotta Brownies Bakery,rPiq1HyNsOPH_bzTUqNtHw,4,9,3,Fremont,NE,68025,Bakeries
Alotta Brownies Bakery,rPiq1HyNsOPH_bzTUqNtHw,4,9,3,Fremont,NE,68025,Bakeries
Alotta Brownies Bakery,rPiq1HyNsOPH_bzTUqNtHw,4,9,3,Fremont,NE,68025,Bakeries
AL's Place,xRxqebiQobZqJIRtDxnZsA,4,627,3,San Francisco,CA,94110,Seafood
Alta,XEugUtbw4rRmGr9S1XA-aQ,4,1722,3,New York,NY,10011,Tapas Bars
AltoVino,scOW_lrWRh0dPb5aFS8pmg,4.5,35,3,San Francisco,CA,94133,Italian
Amber India,dC_kA-R2qb-0iEmoI4VKPg,4,1929,3,San Francisco,CA,94103,Indian
Ambrosia Donuts,3LYbL4T7mgXdDc5p3NHsSg,4.5,43,1,Ankeny,IA,50023,Donuts
Amelie,UJe9_p6NEl0kA6xHVo5PKw,4.5,77,3,New York,NY,10024,French
Amer,uCfX9Xs-0xEGeIs0XfyV8g,4.5,39,2,New York,NY,10029,Middle Eastern
Americana,Xb6BcFtU2Hr26mfizCz28g,4,401,2,Des Moines,IA,50309,American (New)
Ammo Box Café,9MxibgjK5HoN-Qz6hT6sKA,5,26,1,Omaha,NE,68138,Cafes
Amor Cubano,UKDOoYu_g1HYBvs5TpdG6w,4,415,2,New York,NY,10029,Cuban
Amorino Gelato,l-qN-2S2hoXhoWtXJ0BX-A,4.5,152,2,New York,NY,10024,Desserts
Amy Ruth's,tsiC3VpO-hZEb98Qk3p-DQ,4,2273,2,New York,NY,10026,Southern
An Japanese Restaurant,zWpV3kVw1CO9Fb3JroQpqw,4.5,116,4,San Francisco,CA,94115,Sushi Bars
An Japanese Restaurant,zWpV3kVw1CO9Fb3JroQpqw,4.5,116,4,San Francisco,CA,94115,Sushi Bars
An Japanese Restaurant,zWpV3kVw1CO9Fb3JroQpqw,4.5,116,4,San Francisco,CA,94115,Sushi Bars
Anchor & Hope,iy1KBR5hRNcgCaqiUoBSoA,3.5,1437,3,San Francisco,CA,94105,Seafood
Anchor Oyster Bar,ZDvIMjJ-7I0561ckM4pAeA,4.5,1377,3,San Francisco,CA,94114,Seafood
Andersen Bakery,FTir7qcSlmO3il2rSi0urQ,3.5,237,1,San Francisco,CA,94115,Bakeries
Andy Goldsworthy's Wood Line,xJOwskhsT9QOPIphj_o7lA,4.5,32,1,San Francisco,CA,94129,Hiking
Andy's Deli,CNSiS02-vN-UpcErMeXMaQ,3.5,53,1,New York,NY,10023,Delis
Andy's Deli,0i-j7XxlvHc6Xj7_RbH9iA,4,61,1,New York,NY,10024,Grocery
Angel's Share,ZD22cMZvSmfNsXS9vKizGA,4.5,1934,2,New York,NY,10003,Cocktail Bars
Angry Goldfish Pub And Eatery,b10WsB1eD_XolIeJHsQ22w,4.5,65,2,Des Moines,IA,50315,Pubs
Angus Burgers and Shakes,UheMcNBEIgg6KOYKo2okdQ,3.5,32,2,Omaha,NE,68136,Burgers
Ankeny Diner,zcl2NO_-_SZBDWP99RVRCw,3.5,64,1,Ankeny,IA,50021,Diners
Anthony's Cookies,PrlH7YcQ22m9DyuWbxJjMA,4.5,1599,1,San Francisco,CA,94110,Bakeries
Aposto,67NqWyggBNZqGOORzvWmug,4.5,23,3,Des Moines,IA,50314,Mediterranean
Aposto,67NqWyggBNZqGOORzvWmug,4.5,23,3,Des Moines,IA,50314,Mediterranean
Aposto,67NqWyggBNZqGOORzvWmug,4.5,23,3,Des Moines,IA,50314,Mediterranean
Apothèke,P3NfoMjBy_o2BTNNZ-5okg,4,1328,3,New York,NY,10013,Lounges
Arang Restaurant,_CBWlkmYGYRwQFxpWwxEDg,3.5,584,2,San Francisco,CA,94115,Korean
Arby's,J0yU5e0cOgryVQTvr7rceg,1.5,4,1,Gretna,NE,68028,Fast Food
Arby's,k2I1x0ClBwReUWrOO7j27A,2,4,4,Missouri Valley,IA,51555,Sandwiches
Arby's,k2I1x0ClBwReUWrOO7j27A,2,4,4,Missouri Valley,IA,51555,Sandwiches
Arby's,k2I1x0ClBwReUWrOO7j27A,2,4,4,Missouri Valley,IA,51555,Sandwiches
Arby's,k2I1x0ClBwReUWrOO7j27A,2,4,4,Missouri Valley,IA,51555,Sandwiches
Arby's,kiEnW3aokdJFd4jheAO0hA,3,6,1,Osceola,IA,50213,Fast Food
Arco Cafe,f_1BjTChf6bobreSRpqhsw,4,224,2,New York,NY,10025,Italian
Aria Korean Tapas,KA-P3d2NcbJy5SQN-vCzPA,4,478,1,San Francisco,CA,94109,Korean
Arinell Pizza,QjnmVuqVArA7d-syiUCiUw,4,1092,1,San Francisco,CA,94110,Pizza
Arizmendi Bakery,_2_1FQO_DGzeCTky0x9DQA,4.5,554,1,San Francisco,CA,94110,Bakeries
Armonie,0xS2Jj-RZuFQKgxEWuVxzA,4,99,2,New York,NY,10035,Pizza
Aromas Boutique Bakery,2IpbquaH7zUNnAVw_rLPLQ,5,27,1,New York,NY,10029,Bakeries
Artichoke Basille's Pizza,vfYhEpp0x-DrNjC6GSJjPQ,4,3687,1,New York,NY,10003,Pizza
Ascent Lounge,QY8evrH-4fN6nvSCf7Ogsw,4,41,3,New York,NY,10019,Cocktail Bars
Asha Tea House,lz8Kn4blqgUUV3vMBsM_AQ,4,478,1,San Francisco,CA,94108,Coffee & Tea
AsiaSF,6LfqlrbkpjZt83bEMZWq7A,4,1720,3,San Francisco,CA,94103,Asian Fusion
AsiaSF,6LfqlrbkpjZt83bEMZWq7A,4,1720,3,San Francisco,CA,94103,Asian Fusion
Asiate,F4vv1nvkqN8ktbn_a4lj1g,4,503,4,New York,NY,10023,American (New)
Aska,UM3DuPsG6UKdmsC23O_Icw,4.5,76,4,Brooklyn,NY,11249,Scandinavian
Aslam's Rasoi,XANvY_2W7MR6YTyR8CGzWQ,4,864,2,San Francisco,CA,94110,Indian
Aster,VXuaXEjpPo-snl_XUPHEOw,4,363,3,San Francisco,CA,94110,American (New)
Atelier Crenn,c3khi7kxBaA2ATUuMjtMZA,4.5,639,4,San Francisco,CA,94123,French
Atelier Crenn,c3khi7kxBaA2ATUuMjtMZA,4.5,639,4,San Francisco,CA,94123,French
Atlantic Grill,5UxJoqkdYrUEjArx8YITMw,3.5,521,3,New York,NY,10023,American (New)
Atomix,NsACuDqm5AVPpUocvuXONg,4.5,21,4,New York,NY,10016,Korean
Attaboy,H7S7-vF2z_HfaLo6BGPetw,4,450,3,New York,NY,10002,Cocktail Bars
Au Courant,X63aSFPk9MDpOaCCp0c6dA,4.5,135,3,Omaha,NE,68104,Modern European
Au Courant,X63aSFPk9MDpOaCCp0c6dA,4.5,135,3,Omaha,NE,68104,Modern European
Au Courant,X63aSFPk9MDpOaCCp0c6dA,4.5,135,3,Omaha,NE,68104,Modern European
Aube Creamery,NFqGrGplvgaOgqryMFBpNw,4,116,1,San Francisco,CA,94115,Desserts
Aunt Maude's,fpgvJRuhP0rh-ZWQ_FB81A,4,83,2,Ames,IA,50010,American (New)
Avant Garden,jvPYm9rYK-5ddnjU30Oz4Q,4.5,252,3,New York,NY,10009,American (New)
AVERY,auXdl2WBTohNUH2_37Jyag,4,39,4,San Francisco,CA,94115,American (New)
AVERY,auXdl2WBTohNUH2_37Jyag,4,39,4,San Francisco,CA,94115,American (New)
AVERY,auXdl2WBTohNUH2_37Jyag,4,39,4,San Francisco,CA,94115,American (New)
Avoli Osteria,U-lPn_Jjxj5jwwU7cE1UhQ,4,190,2,Omaha,NE,68132,Italian
Awadh,lP8uDU4oNEkPD8-Ik-PvQQ,3.5,266,2,New York,NY,10025,Indian
Awash Ethiopian Restaurant,tbg4gR3jUUllR28cySo2kg,4,417,2,New York,NY,10025,Ethiopian
Ay Caramba,SK9GhpXH8p10Bo5dqXHZ-g,5,4,1,Marshalltown,IA,50158,Mexican
Ayurveda Cafe,1TLoaB7SXJZo3W5f4OGm8w,4,284,2,New York,NY,10025,Indian
B Patisserie,2XQm-uFcTS7oc8MFP-8olA,4.5,2120,2,San Francisco,CA,94115,Bakeries
B44 Catalan Bistro,9GDwCGORwtpgiQJs3K72JA,3.5,1002,3,San Francisco,CA,94104,Spanish
Baar Baar,jYhbUh1TV7SCfPxjIhVpcg,4,249,3,New York,NY,10003,Gastropubs
Babbo,#NAME?,4,2249,4,New York,NY,10011,Italian
Baby Blue Sushi Sake Grill - Shops of Legacy,Yhep3irMklXND6J9W1B0Iw,4,177,2,Omaha,NE,68130,Sushi Bars
Baby Blue Sushi Sake Grill - Shops of Legacy,Yhep3irMklXND6J9W1B0Iw,4,177,2,Omaha,NE,68130,Sushi Bars
Bacaro,3D6UAhoKnF3A03rX_v5ngA,4,367,3,New York,NY,10002,Italian
Bacco,7yYLaUjI5cFRaXWDKfRGbg,4,430,3,San Francisco,CA,94114,Italian
Bagel Talk,hhgzw_SgN-v1k0rxRUwB0A,3,192,1,New York,NY,10024,Bagels
Bagels & Co,uHbnpLSNuOzQ46m5PLOBnA,3.5,60,1,New York,NY,10024,Bagels
Bailey's Breakfast & Lunch,qt17WcrrC5Mlp2rdH2XYrg,4,150,2,Omaha,NE,68144,Breakfast & Brunch
Bailey's Breakfast & Lunch,qt17WcrrC5Mlp2rdH2XYrg,4,150,2,Omaha,NE,68144,Breakfast & Brunch
Baked Cravings,Xclw3G-84zHLzPgBHkWlXw,4.5,19,1,New York,NY,10029,Cupcakes
Baker Doe,FrZouKmSH-_z3geSWePLJg,4.5,10,4,San Francisco,CA,94103,Bakeries
Baker Doe,FrZouKmSH-_z3geSWePLJg,4.5,10,4,San Francisco,CA,94103,Bakeries
Baker's Pizza,orvnuNWLuoE3-iEx4Aj8eA,4.5,159,1,New York,NY,10009,Pizza
Bakery On 3rd Cafe,04PIAmEboAYWlMdBJZ-CIA,3.5,30,1,New York,NY,10029,Desserts
Balboa Cafe,7ZCuoFL4bmDY0Eh3bIZ2Jw,3.5,568,2,San Francisco,CA,94123,Bars
Balompie Cafe,48jDL_PmclHPRW9txNrSDw,4,616,1,San Francisco,CA,94110,Salvadoran
Balthazar Restaurant,KgpOYAG-r_eDsQXFXt0nnQ,4,2749,3,New York,NY,10012,French
Balthazar Restaurant,KgpOYAG-r_eDsQXFXt0nnQ,4,2749,3,New York,NY,10012,French
Balvanera,e_EQojNWskn_hFbKA_UZ-Q,4.5,194,3,New York,NY,10002,Argentine
Bamboo Village Chinese Cafe,mwk4xKmHhoXWFGZU_gvVVw,4,1,1,Onawa,IA,51040,Chinese
Banana Leaf,uFUAUrftc_TiSdO4Ej0y0g,4,56,2,West Des Moines,IA,50266,Asian Fusion
Bangklyn East Harlem,_7Maf5WG682E7R-EHSz18w,4.5,71,1,New York,NY,10029,Thai
Banh Mi Saigon,MDMw0HFK3rgeGRl-FZC9Fg,4,1358,1,New York,NY,10013,Vietnamese
Banh Mi Saigon,MDMw0HFK3rgeGRl-FZC9Fg,4,1358,1,New York,NY,10013,Vietnamese
Banh Mi Zon,Ew3d7Vt18c1MH4_X6ogxQQ,4.5,292,1,New York,NY,10009,Vietnamese
BaoHaus,B3i4zs5wquFu1UZyzYJ-bQ,3.5,1816,1,New York,NY,10003,Chinese
Baonecci Ristorante,gtIud2JPu_tW3LMldEOUaw,4.5,908,2,San Francisco,CA,94133,Pizza
Bar Agricole,iBmV2ylAPbipMNf49yOIfw,3.5,1037,3,San Francisco,CA,94103,Bars
Bar Boulud,mosd9Voq5Ws6k6Uduii_ww,3.5,787,3,New York,NY,10023,French
Bar Crenn,1P8K-4e333xzfb8rBEkUog,4,42,4,San Francisco,CA,94123,Wine Bars
Bar Crudo,CTE5lnXUYp4xidmh35knNg,4,1791,3,San Francisco,CA,94117,Seafood
Bar Louie,Dg-uYIN4xYy4RuwKT2Lt9w,3.5,113,2,West Des Moines,IA,50266,Bars
Bar Masa,#NAME?,3.5,171,4,New York,NY,10019,Japanese
Bar None,2DAdvB0JM1UTZXkVvk3_UA,2.5,644,1,San Francisco,CA,94123,Pubs
Bar Pa Tea,V49pn2KD8848gpSRMqLIww,4,475,1,New York,NY,10012,Bubble Tea
Baratta's,0h4zs_vVdqe7NjPq5vV9Eg,4,54,2,Des Moines,IA,50315,Italian
Barcino,8NTW-bp5prQmhKEI5f4qxw,3.5,122,4,San Francisco,CA,94102,Tapas Bars
Barcino,8NTW-bp5prQmhKEI5f4qxw,3.5,122,4,San Francisco,CA,94102,Tapas Bars
Barking Dog,fSQyhOKiZKtw0firV29EVg,3,454,2,New York,NY,10128,American (Traditional)
Barney Greengrass,XKWvRI7WI4LotDLUboUUGA,4,643,2,New York,NY,10024,Specialty Food
Barrio Chino,RzKR9QcYP03EQ_8DxTxowg,4,1048,2,New York,NY,10002,Mexican
Baru 66,Ma-kxcSsjQV0CIoPVsiy6w,4.5,87,3,Windsor Heights,IA,50324,French
Baru 66,Ma-kxcSsjQV0CIoPVsiy6w,4.5,87,3,Windsor Heights,IA,50324,French
Baru 66,Ma-kxcSsjQV0CIoPVsiy6w,4.5,87,3,Windsor Heights,IA,50324,French
Basa Seafood Express,imHjAJ9uuUK_PNkzT9kCag,4.5,560,1,San Francisco,CA,94110,Seafood
Baskin-Robbins,LCqrPD-pQt7VUzdrbQkdUQ,1.5,4,4,New York,NY,10128,Ice Cream & Frozen Yogurt
Bawarchi Indian Cuisine,D_xGTuIZqh1g6ie9QybcYw,4,92,2,New York,NY,10029,Indian
Bay Subs & Deli,Nty8mxwmbRviQmWUKedhfg,4.5,132,1,San Francisco,CA,94115,Sandwiches
Bay Subs & Deli,Nty8mxwmbRviQmWUKedhfg,4.5,132,1,San Francisco,CA,94115,Sandwiches
B-Bops,j5A28BfdHydJEEEmOD1Bow,4,22,1,Des Moines,IA,50321,Burgers
Beacon Coffee & Pantry,jCBTQri4FzW6aQVXLBh1_w,4,267,1,San Francisco,CA,94133,Coffee & Tea
Beanstalk Cafe,O0iAR6OBHXqFtK4nKO9g2Q,4,775,1,San Francisco,CA,94108,Coffee & Tea
Beard Papa,-6VcjD0CMrsxFr9g_y0QIA,4,989,1,San Francisco,CA,94103,Bakeries
Beard Papa's,JaFHhBaCNRJYaGW9zeFQCQ,4.5,783,1,New York,NY,10024,Bakeries
Beard Papa's,JaFHhBaCNRJYaGW9zeFQCQ,4.5,783,1,New York,NY,10024,Bakeries
Beard Papa's,Nw8h8pc4TzHdVlPA3gsOlA,4,993,1,San Francisco,CA,94103,Bakeries
Beauty & Essex,pfmAcS-g6SiNG0KlLvrqnA,4,2906,3,New York,NY,10002,American (New)
Beauty & Essex,pfmAcS-g6SiNG0KlLvrqnA,4,2906,3,New York,NY,10002,American (New)
Beer Hall,Hru0935eqrqB2oi1GUE8Gg,4.5,2,3,Waterloo,IA,50701,Beer Bar
Beercade,NQty5UIVIOg_isvMGm3mGw,4,99,2,Omaha,NE,68104,Bars
Belly Good Cafe & Crepes,V6L23CJAM9cm0zzWAhSwVA,4.5,1220,1,San Francisco,CA,94115,Ice Cream & Frozen Yogurt
Ben & Jerry's,aACkpN-xVZO-sQZDt2lUWQ,3.5,16,4,New York,NY,10003,Desserts
Ben Wah,zP4uciQqdVGZVf72HttgJA,3,82,1,San Francisco,CA,94115,Chinese
Benihana,9jciOppXj7bEOtLyL3I2HQ,3,1061,3,San Francisco,CA,94115,Teppanyaki
Benjamin's Corner,9KlSOF-kA0anifAvQABoVw,2,1,4,New York,NY,10027,Food Stands
Benkyodo Co,0100LAmvjZPFjEPswwrDBQ,4.5,889,1,San Francisco,CA,94115,Bakeries
Benson Brewery,1GcILsSMaph24VpIypdIOg,4,255,2,Omaha,NE,68104,Gastropubs
Benu,q2EbLD93gEO5uXXx7Pk3bw,4.5,972,4,San Francisco,CA,94105,American (New)
Beretta,4KfQnlcSu4bbTqnvGdGptw,4,3329,2,San Francisco,CA,94110,Italian
Bernie's,E4FkDzb2W1kKGiBT6df4hg,4.5,308,1,San Francisco,CA,94114,Coffee & Tea
Betty Lou's Seafood & Grill,OH3GLEJvGhbER4d3xMuPIA,4.5,410,2,San Francisco,CA,94133,Seafood
Beyond Sushi,FoR70YoGSb4_QavCe1WZEw,4.5,885,2,New York,NY,10003,Sushi Bars
Biaggi's Ristorante Italiano,1BSradrjnD1eoebblO6fKQ,3.5,102,2,Omaha,NE,68154,Italian
Big Al's BBQ South,WL7ZZIaJ_S0Yi3PsDjkVHQ,4,43,1,Des Moines,IA,50315,Barbeque
Big Gay Ice Cream Shop,qZyHpLB9QVTWbHReujNfcg,4,1876,1,New York,NY,10009,Ice Cream & Frozen Yogurt
Big Steer Restaurant & Lounge,2FX3nFYAhW-OvvJWfFQTkA,4,87,2,Altoona,IA,50009,Steakhouses
Big Wong,L37A2JWXfwR_PgKColA8xA,3.5,1304,1,New York,NY,10013,Chinese
Bigfoot Bacon & Brew,fUPd6GGkWJ6yB4QQJ39CVQ,4,64,2,Altoona,IA,50009,Burgers
Billy Vee's,LnA_C35kEtXy7Ya6Fh03Tw,4.5,22,2,West Des Moines,IA,50265,Italian
Billy's Blair Maple Cafe,wEwGbxz6eHeKSgHQWmwKfg,3,8,1,Blair,NE,68008,American (New)
Billy's Gretna Café,_jfP6jlxviifbc7EKxIh0g,4,21,1,Gretna,NE,68028,Cafes
Birch Coffee,b_E6Ogi2nCO1Sz9NTLUlrQ,3.5,298,2,New York,NY,10025,Coffee & Tea
Birdsong,XVPiXV_TPivnr9szB5kc-A,4.5,77,4,San Francisco,CA,94103,American (New)
Birdsong,XVPiXV_TPivnr9szB5kc-A,4.5,77,4,San Francisco,CA,94103,American (New)
Birdsong,XVPiXV_TPivnr9szB5kc-A,4.5,77,4,San Francisco,CA,94103,American (New)
Bi-Rite Creamery,wGl_DyNxSv8KUtYgiuLhmA,4.5,9349,1,San Francisco,CA,94110,Ice Cream & Frozen Yogurt
Bistro Aix,j1yOqKczaI4czwycWDcspw,4,614,2,San Francisco,CA,94123,French
Bistro Cassis Restaurant,zXuwcp_d3h6fVa9CarmWzw,3.5,218,3,New York,NY,10023,French
Bistro Central Parc,W97siDhQbWIVa0MEpcq9iA,4.5,899,3,San Francisco,CA,94117,French
Bite,PpxJsItHTF6sDAK6XnDJ9w,4,591,1,New York,NY,10003,Sandwiches
Bite,ZXwnSN4GlEuSTNCRrjjRMg,4.5,658,1,San Francisco,CA,94104,Delis
BIX,PzPPcGVg5O4UuW5cTopJhA,4,1693,3,San Francisco,CA,94133,American (Traditional)
BIX,PzPPcGVg5O4UuW5cTopJhA,4,1693,3,San Francisco,CA,94133,American (Traditional)
Black Magic Voodoo Lounge,uA6jOVyeAXR8juuNqU_m9A,4,160,1,San Francisco,CA,94123,Dive Bars
Black Sheep Coffee House,NBb9Bscy3pT2BgBsMDyLHg,4.5,5,4,Springfield,NE,68059,Coffee & Tea
Black Sheep Coffee House,NBb9Bscy3pT2BgBsMDyLHg,4.5,5,4,Springfield,NE,68059,Coffee & Tea
Black Sheep Coffee House,NBb9Bscy3pT2BgBsMDyLHg,4.5,5,4,Springfield,NE,68059,Coffee & Tea
Black Sheep Coffee House,NBb9Bscy3pT2BgBsMDyLHg,4.5,5,4,Springfield,NE,68059,Coffee & Tea
Blackbird,Cs5DX-6syMfiJ1rACSRDVQ,4,669,2,San Francisco,CA,94114,Bars
Blackwood,UGKNNQ6bjL-ZttHSdZISfA,4,1328,2,San Francisco,CA,94123,Thai
Blair Marina,MILhTXBQST6qQleRbLLJzg,5,6,2,Blair,NE,68008,American (New)
Blatt Beer & Table,b9JUEfZX4FDT2spgSwndHA,4,156,2,Omaha,NE,68130,American (Traditional)
Blatt Beer & Table,b9JUEfZX4FDT2spgSwndHA,4,156,2,Omaha,NE,68130,American (Traditional)
Blaze Fast Fire'd Pizza,G3uH1AvgTkjZ3cTkIRiv4g,4,117,1,Des Moines,IA,50309,Salad
